Name,City,Country,Cuisine,Awards,Source Lists
Pescarino-Sapori di Terra e di Mare,,,"Contemporary, Ligurian",,
Badessa,,,Emilian,,
La Porta Restaurant,,,Creative,,
La Veranda del Color,,,"Mediterranean Cuisine, Modern Cuisine",,
Loewengrube,,,"Modern Cuisine, Italian",,
Retrobottega,,,"Italian Contemporary, Modern Cuisine",,
Già Sotto l'Arco,,,"Italian, Creative",,
La Locanda del Cardinale,,,"Modern Cuisine, Traditional Cuisine",,
Il Focarile,,,"Mediterranean Cuisine, Italian",,
La Fermata,,,"Piedmontese, Contemporary",,
John Restaurant,,,Creative,,
Cascina Lautier,,,"Country cooking, Modern Cuisine",,
Januarius,,,Campanian,,
Taverna del Castello,,,"Emilian, Seasonal Cuisine",,
Marina Grande,,,"Seafood, Classic Cuisine",,
Antica Osteria da Penacio,,,"Venetian, Seasonal Cuisine",,
Antinè,,,Piedmontese,,
Feel Como,,,"Modern Cuisine, Contemporary",,
Walter Redaelli,,,Modern Cuisine,,
Il Pavone,,,"Seafood, Classic Cuisine",,
Osteria le Logge,,,Contemporary,,
RistoFante,,,"Seafood, Italian",,
Sarti del Gusto,,,Mediterranean Cuisine,,
Stube Ladina,,,"Alpine, Traditional Cuisine",,
Osteria de l'Umbreleèr,,,"Lombardian, Italian",,
Da Peppe,,,"Cuisine from Basilicata, Italian",,
Ventuno.1,,,"Piedmontese, Mediterranean Cuisine",,
Osteria Ardenga,,,"Emilian, Country cooking",,
Roof Garden,,,Modern Cuisine,,
Villa Baroni,,,Classic Cuisine,,
Il Giardino delle Esperidi,,,"Seasonal Cuisine, Farm to table",,
Molteni,,,Seafood,,
Osteria dell'Oca Bianca,,,"Piedmontese, Traditional Cuisine",,
Essencia Restaurant,,,"Mediterranean Cuisine, Fusion",,
Locanda del Molino,,,"Tuscan, Traditional Cuisine",,
Maré,,,"Seafood, Modern Cuisine",,
Indiniò,,,"Italian Contemporary, Regional Cuisine",,
Quattro Sensi,,,"Umbrian, Contemporary",,
Calvi Ristorante,,,Contemporary,,
Hostaria dai Musi,,,"Piedmontese, Seafood",,
Opificio,,,"Contemporary, Meats and Grills",,
Osteria del Posto,,,"Umbrian, Contemporary",,
Enoclub,,,"Piedmontese, Italian Contemporary",,
Locanda del Marinaio,,,"Mediterranean Cuisine, Seafood",,
Trattoria del Bivio,,,"Piedmontese, Traditional Cuisine",,
La Casa degli Spiriti,,,"Modern Cuisine, Italian Contemporary",,
I Salotti,,,Creative,,
Il Doretto,,,"Classic Cuisine, Seafood",,
Kürbishof,,,"Regional Cuisine, Modern Cuisine",,
Faraglioni Restaurant,,,Seafood,,
All'Osteria Bottega,,,"Emilian, Traditional Cuisine",,
Tano Passami l'Olio,,,"Creative, Modern Cuisine",,
Ensama Pesce,,,"Seafood, Mediterranean Cuisine",,
Restaurant 700,,,Contemporary,,
Osteria alla Chiesa,,,"Modern Cuisine, Creative",,
uovodiseppia Milano,,,"Mediterranean Cuisine, Sicilian",,
FØRMA contemporary restaurant,,,"Creative, Contemporary",,
Campo Cedro,,,"Italian Contemporary, Mediterranean Cuisine",,
Enoteca Meucci,,,"Tuscan, Contemporary",,
Granoturco Bistrot,,,Piedmontese,,
Anto e Robi,,,Mediterranean Cuisine,,
Casa Rapisarda,,,"Italian Contemporary, Seafood",,
Radimare,,,"Modern Cuisine, Mediterranean Cuisine",,
La Loggia Bistrò,,,"Contemporary, Regional Cuisine",,
Sücar Brüsc,,,"Contemporary, Lombardian",,
I 5 Sensi,,,"Contemporary, Modern Cuisine",,
Da Marino al St Remy,,,"Mediterranean Cuisine, Sardinian",,
Repubblica di Perno,,,Piedmontese,,
Lofficina,,,"Creative, Contemporary",,
Il Cugnolo,,,"Italian Contemporary, Modern Cuisine",,
La RiMa,,,"Contemporary, Italian Contemporary",,
Frades La Terrazza,,,"Mediterranean Cuisine, Sardinian",,
Pescheria,,,"Seafood, Italian",,
Dogma,,,Seafood,,
Osteria il Moro,,,"Creative, Modern Cuisine",,
La Casina,,,"Seasonal Cuisine, Alpine",,
InAlto Alfio Ghezzi Dolomites,,,"Regional Cuisine, Innovative",,
Hostaria da Franz,,,"Seafood, Modern Cuisine",,
Locanda Solagna,,,"Italian Contemporary, Country cooking",,
Locanda Altobelli,,,Traditional Cuisine,,
Savô,,,Italian Contemporary,,
Il Grottino,,,"Meats and Grills, Umbrian",,
Osteria da Fiore,,,"Venetian, Traditional Cuisine",,
Castel Toblino,,,"Modern Cuisine, Contemporary",,
U' Vulesce,,,"Apulian, Traditional Cuisine",,
Cravero - Osteria Contemporanea,,,Classic Cuisine,,
Miseria e Nobiltà,,,Regional Cuisine,,
Ginevra,,,"Mediterranean Cuisine, Italian Contemporary",,
Al Camin,,,"Country cooking, Modern Cuisine",,
San Quintino Resort,,,Italian Contemporary,,
Malenco,,,"Alpine, Regional Cuisine",,
Evan's,,,"Classic Cuisine, Seafood",,
Luigi Pomata,,,Seafood,,
Caffè Meletti,,,"Cuisine from the Marches, Italian",,
IO,,,"Contemporary, Modern Cuisine",,
Claudio Ristorante,,,"Seafood, Mediterranean Cuisine",,
Le Vie del Borgo,,,"Country cooking, Contemporary",,
L'Atelier 26,,,"French, Traditional Cuisine",,
Terrazza Bartolini,,,"Seafood, Modern Cuisine",,
Tenuta Casa Virginia,,,Italian Contemporary,,
Osteria da Cippi,,,"Traditional Cuisine, Italian",,
Il Riccio,,,Seafood,,
Rosso di Sera,,,"Modern Cuisine, Contemporary",,
Osteria del Tempo Perso,,,"Italian Contemporary, Italian",,
Laurin,,,"Modern Cuisine, Classic Cuisine",,
Lio Pellegrini,,,Modern Cuisine,,
Regallo,,,"Seafood, Modern Cuisine",,
Rifugio Col Alt,,,"Classic Cuisine, Alpine",,
Ca' 7,,,"Seafood, Contemporary",,
Zafferano,,,"Classic Cuisine, Country cooking",,
Castello Malvezzi,,,Creative,,
Particolare di Siena,,,Modern Cuisine,,
Baita Fraina,,,"Country cooking, Classic Cuisine",,
I 5 Campanili,,,Modern Cuisine,,
Vitis,,,"Regional Cuisine, Contemporary",,
Osteria da Nando,,,"Cuisine from the Aosta Valley, Traditional Cuisine",,
A' Paranza,,,"Seafood, Regional Cuisine",,
Baretto di San Vigilio,,,Classic Cuisine,,
Le Chiavi d'Oro,,,"Modern Cuisine, Traditional Cuisine",,
Dispensa Franciacorta,,,"Modern Cuisine, Classic Cuisine",,
Fiamma Cremisi,,,"Italian, Modern Cuisine",,
Marsupino 1901,,,Piedmontese,,
Ladinia,,,"Regional Cuisine, Italian Contemporary",,
La Locanda di Pietracupa,,,Tuscan,,
Locanda Alpina,,,"Regional Cuisine, Seasonal Cuisine",,
Feva,,,"Creative, Seasonal Cuisine",,
Trattoria Rigoletto,,,"Seafood, Italian",,
Antico Ristorante Pagnanelli,,,Classic Cuisine,,
La Sosta,,,Lombardian,,
Enoteca di Canelli - Casa Crippa,,,"Modern Cuisine, Piedmontese",,
Residenza del Lago,,,Classic Cuisine,,
Molin Vecio,,,"Venetian, Seasonal Cuisine",,
El Gato,,,"Seafood, Classic Cuisine",,
Dolia Gaeta,,,"Contemporary, Mediterranean Cuisine",,
Romolo Mare,,,Seafood,,
Da Miro alla Lanterna,,,"Seafood, Traditional Cuisine",,
Pernambucco,,,"Seafood, Classic Cuisine",,
Lamberti,,,Seafood,,
Collina,,,Modern Cuisine,,
Le Cicale,,,"Seasonal Cuisine, Italian",,
Mistral,,,Modern Cuisine,,
Stube Gourmet,,,"Creative, Contemporary",,
Magiargè Osteria Contemporanea,,,Ligurian,,
Alla Fassa,,,"Seafood, Italian Contemporary",,
I Pifferi,,,Emilian,,
Nido del Picchio,,,Modern Cuisine,,
Pinocchio,,,"Piedmontese, Classic Cuisine",,
Ortica,,,"Farm to table, Regional Cuisine",,
Blum,,,Modern Cuisine,,
Antica Locanda,,,"Campanian, Seafood",,
Miil,,,"Contemporary, Modern Cuisine",,
Frades Porto Cervo,,,"Sardinian, Modern Cuisine",,
Villa Salina,,,"Piedmontese, Seasonal Cuisine",,
Scola,,,Creative,,
Da Poli alla Stazione,,,"Classic Cuisine, Grills",,
Baita Piè Tofana,,,"Modern Cuisine, Seasonal Cuisine",,
Antica Cucina 1983,,,"Seafood, Mediterranean Cuisine",,
12 Ristorante,,,Seafood,,
Locanda Baggio,,,"Modern Cuisine, Seasonal Cuisine",,
Da Tonino,,,"Campanian, Traditional Cuisine",,
Osteria Casale Ferrovia,,,"Apulian, Modern Cuisine",,
Villa Pizzini,,,"Country cooking, Modern Cuisine",,
MOI Omakase,,,Sushi,,
Mima,,,"Seasonal Cuisine, Mediterranean Cuisine",,
Al Baliaggio,,,Modern Cuisine,,
Osteria Mood,,,"Ligurian, Modern Cuisine",,
Suscettibile Salerno,,,"Country cooking, Contemporary",,
Gnocchetto,,,"Regional Cuisine, Classic Cuisine",,
La Piemontese,,,"Piedmontese, Contemporary",,
Meta Ristorante,,,"Mediterranean Cuisine, Modern Cuisine",,
Capogiro,,,"Modern Cuisine, Creative",,
Shiroya,,,"Japanese, Asian",,
Hebbo Wine & Deli,,,"Innovative, Contemporary",,
Sa Cardiga e Su Schironi,,,Seafood,,
Erbaluigia,,,"Contemporary, Country cooking",,
Locanda 53 Supper Club,,,"Contemporary, Creative",,
Osteria Europa,,,"Venetian, Seasonal Cuisine",,
Peperosa,,,"Modern Cuisine, Tuscan",,
Eggentaler,,,"Meats and Grills, Classic Cuisine",,
Crub,,,"Seafood, Modern Cuisine",,
/gu.stà.re/ oltrecucina,,,Modern Cuisine,,
Rendenèr Alpine Food,,,Contemporary,,
Visione Restaurant and Living,,,"Contemporary, Piedmontese",,
Ristorante de LEN,,,Regional Cuisine,,
AceroRosso,,,Regional Cuisine,,
Café Les Paillotes,,,"Modern Cuisine, Seafood",,
Meylas,,,Emirati Cuisine,,
Em Sherif Sea Café,,,Lebanese,,
Cafe Milano,,,Italian,,
NIRI,,,Japanese Contemporary,,
Paradiso,,,Mediterranean Cuisine,,
Oak Room,,,"Steakhouse, Meats and Grills",,
Cipriani,,,Italian,,
Li Jiang,,,Asian,,
Li Beirut,,,Lebanese,,
Broadway,,,Classic Cuisine,,
Maté,,,"Argentinian, Meats and Grills",,
Byblos Sur Mer,,,Lebanese,,
Villa Toscana,,,Italian,,
Moksh,,,Indian,,
Namak,,,Indian,,
José by Pizarro,,,Spanish,,
Tean,,,"Mediterranean Cuisine, Lebanese",,
Mijana,,,Lebanese,,
Kopitiam by Chandy's,,,Malaysian,,
Ray's Grill,,,"Meats and Grills, Steakhouse",,
Yadoo's House,,,Emirati Cuisine,,
Finz,,,Seafood,,
Al Farah,,,Middle Eastern,,
Dai Pai Dong,,,"Chinese, Cantonese",,
Oii,,,Mediterranean Cuisine,,
Martabaan by Hemant Oberoi,,,Indian,,
Butcher & Still,,,Meats and Grills,,
Grand Beirut,,,Lebanese,,
Catch at St. Regis,,,Seafood,,
Bord' Eau by Nicolas Isnard,,,French,,
Tiny Lou's,,,French,,
The Deer and the Dove,,,"Contemporary, Southern",,
Delbar,,,Middle Eastern,,
Woo Nam Jeong,,,Korean,,
Marcel,,,Steakhouse,,
Han Il Kwan,,,Korean,,
Hen Mother Cookhouse,,,American,,
Nàdair,,,"Scottish, Southern",,
The Chastain,,,American,,
Food Terminal,,,Malaysian,,
LanZhou Ramen,,,"Chinese, Regional Cuisine",,
Chai Pani,,,"Indian, Regional Cuisine",,
Lyla Lila,,,European,,
Xi'an Gourmet House,,,"Chinese, Regional Cuisine",,
Miller Union,,,American,,
Gunshow,,,American,,
Little Sparrow,,,French,,
The General Muir,,,"Deli, American",,
Ticonderoga Club,,,Contemporary,,
The Alden,,,"American, Contemporary",,
Nam Phuong,,,Vietnamese,,
The White Bull,,,American,,
Snackboxe Bistro,,,"Lao, Street Food",,
Home Grown,,,"American, Southern",,
Kamayan ATL,,,Filipino,,
Tomo,,,"Japanese, Sushi",,
BoccaLupo,,,Italian-American,,
Storico Fresco Alimentari,,,Italian,,
Kimball House,,,"Contemporary, Shellfish Specialities",,
Twisted Soul Cookhouse & Pours,,,Southern,,
Georgia Boy,,,"Contemporary, American",,
Southern Belle,,,"Contemporary, Regional Cuisine",,
Poor Hendrix,,,Contemporary,,
Talat Market,,,Thai,,
B7,,,Modern Cuisine,,
Entresol,,,Modern Cuisine,,
Chef's Corner Restaurant,,,"Modern Cuisine, Meats and Grills",,
TAURO,,,Meats and Grills,,
Pavāru māja,,,"Modern Cuisine, Regional Cuisine",,
Akustika,,,"Modern Cuisine, Regional Cuisine",,
COD,,,Japanese Contemporary,,
3 Chefs,,,Modern Cuisine,,
LOWINE,,,Modern Cuisine,,
Kest,,,Modern Cuisine,,
Ferma,,,International,,
Seasons,,,Traditional Cuisine,,
Barents,,,Modern Cuisine,,
Whitehouse,,,Modern Cuisine,,
JOHN,,,Modern Cuisine,,
Barents Cocktail & Seafood Bar,,,Seafood,,
Neiburgs,,,"Traditional Cuisine, Mediterranean Cuisine",,
Zoltners,,,European,,
Tails,,,Seafood,,
Stage22,,,Japanese,,
BABO,,,Traditional Cuisine,,
H.E. Vanadziņš,,,"Regional Cuisine, Modern Cuisine",,
Le Dome,,,French,,
36.Line,,,Modern Cuisine,,
Les Ateliers,,,Modern French,,
Apollo,,,"Modern Cuisine, Mediterranean Cuisine",,
Artis by Tristan Brandt,,,"Modern Cuisine, Creative",,
Osteria Del Centro,,,"Modern Cuisine, Vegetarian",,
il tiramisù,,,Italian,,
Le Jardinier,,,"French Contemporary, Farm to table",,
SACHI,,,Japanese Contemporary,,
L'Écorce,,,"French Contemporary, Farm to table",,
Zermatt Kitchen,,,International,,
Café des Banques,,,Modern Cuisine,,
Osteria San Gallo,,,Italian,,
Afghan Anar,,,Afghan,,
Bergwelt - BG's Grill Restaurant,,,Contemporary,,
Zum Löwen,,,"Contemporary, Regional Cuisine",,
Les Montagnards - Brasserie,,,"Regional Cuisine, Seasonal Cuisine",,
Izumi,,,Japanese Contemporary,,
Helvetia,,,"Contemporary, Regional Cuisine",,
Tredecim by Monika Jans und Thomas Huber,,,Traditional Cuisine,,
Beaufort,,,Contemporary,,
Madre Nostra,,,Italian,,
Loy Fah,,,Thai contemporary,,
La Muña,,,Fusion,,
Buffet de la Gare,,,Traditional Cuisine,,
Schloss Binningen,,,"Contemporary, International",,
Ristorante della Stazione,,,"Regional Cuisine, Traditional Cuisine",,
Brasserie du Poisson,,,Seafood,,
EMOTIONS by Guy Ravet,,,Classic French,,
Aroleid Restaurant,,,"Creative, World Cuisine",,
Zwyssighaus,,,Classic Cuisine,,
Repas,,,Contemporary,,
Da Adriano,,,Italian,,
Römerhof,,,"Classic French, International",,
Gasthaus am Brunnen,,,Country cooking,,
Ilge,,,"Classic Cuisine, Mediterranean Cuisine",,
Guarda Val,,,"International, Modern Cuisine",,
Villa am See by Sandro Lüthi,,,"Modern Cuisine, Farm to table",,
noumi,,,"World Cuisine, Fusion",,
Weinlaube,,,"Classic Cuisine, Country cooking",,
Fiskebar,,,"Modern Cuisine, Scandinavian",,
Le 1913,,,"Mediterranean Cuisine, Modern Cuisine",,
Auberge de la Couronne,,,Modern Cuisine,,
Millennium - La Brasserie,,,Modern Cuisine,,
Esprit par Guy Ravet,,,French,,
Schloss Wartegg,,,Regional Cuisine,,
Haberbüni,,,"Seasonal Cuisine, Modern Cuisine",,
Principe Leopoldo,,,"Mediterranean Cuisine, Classic Cuisine",,
Eden - Belle Époque,,,"Country cooking, International",,
Panorama,,,Traditional Cuisine,,
Montalbano by Mirko Rainer,,,Italian Contemporary,,
Marée,,,"Classic Cuisine, Mediterranean Cuisine",,
Da Valentino,,,"Mediterranean Cuisine, Traditional Cuisine",,
The Omnia,,,"Modern Cuisine, Vegetarian",,
Tao's,,,"Fusion, International",,
Gasthaus Bären,,,"Traditional Cuisine, Swiss",,
Bianchi,,,"Seafood, Italian",,
La Bagatelle,,,Classic French,,
Stiva Veglia,,,"Country cooking, Traditional Cuisine",,
Al Braciere,,,Mediterranean Cuisine,,
FIVE,,,Lebanese,,
Jacques Restaurant,,,"French Contemporary, Seasonal Cuisine",,
Ciani,,,Mediterranean Cuisine,,
S.Zimmer,,,Contemporary,,
Perroquet Vert,,,"French, Traditional Cuisine",,
Les Ateliers Brasserie,,,French,,
L'Arabesque,,,"Lebanese, Middle Eastern",,
Pfändler's Gasthof zum Bären,,,"Traditional Cuisine, Country cooking",,
Seven,,,"Creative, Italian",,
Essort,,,Contemporary,,
Käserei,,,"Cheese, Fondue and Raclette, Swiss",,
Spettacolo,,,Modern Cuisine,,
Wildenmann,,,Classic French,,
Pinte,,,"Classic Cuisine, Seasonal Cuisine",,
LOFT FIVE,,,"Contemporary, International",,
La Place,,,"Modern Cuisine, Seasonal Cuisine",,
Landhaus,,,"Farm to table, Regional Cuisine",,
Chez Vrony,,,"Regional Cuisine, Swiss",,
Arté al Lago,,,"Modern Cuisine, Mediterranean Cuisine",,
Auberge de la Veveyse - Brasserie,,,"Classic French, International",,
Rössli,,,Traditional Cuisine,,
Stapferstube da Rizzo,,,"Italian, Mediterranean Cuisine",,
Le Maguet,,,"Classic French, Regional Cuisine",,
Cavigilli,,,"Swiss, Traditional Cuisine",,
Gildo's Ristorante,,,Italian,,
4 Saisons,,,Classic Cuisine,,
Du Cheval Blanc,,,Traditional Cuisine,,
Restaurant Hôtel de Ville,,,"Modern Cuisine, Seasonal Cuisine",,
La Terrasse Brasserie,,,"Contemporary, Regional Cuisine",,
Verena,,,"Contemporary, Farm to table",,
Restaurant Pony,,,"Mediterranean Cuisine, Seasonal Cuisine",,
First,,,"Farm to table, Contemporary",,
Le Jardin des Alpes,,,"Mediterranean Cuisine, Classic Cuisine",,
Motto del Gallo,,,Mediterranean Cuisine,,
Marktküche,,,"Vegan, Seasonal Cuisine",,
Elisa - Bistro & Terrasse,,,"Seasonal Cuisine, Vegetarian",,
Chrüz,,,Traditional Cuisine,,
Seebistro Belvédère,,,"French Contemporary, Farm to table",,
Oberer Mönchhof,,,"Farm to table, Traditional Cuisine",,
Gasthaus Höhwald,,,"Seasonal Cuisine, Alpine",,
Mulania Brasserie,,,"International, Seasonal Cuisine",,
La Soupière,,,French,,
La Croix d'Ouchy,,,Mediterranean Cuisine,,
La Brasserie du Royal,,,Classic French,,
Vieux-Bois,,,"French, Farm to table",,
Kindli,,,Classic French,,
White Elephant,,,Thai,,
Da Enzo,,,Mediterranean Cuisine,,
La Coupole - Matsuhisa,,,"Fusion, Asian",,
Le Bocca - Restaurant,,,French Contemporary,,
Restaurant Chastè,,,Classic French,,
Restaurant de l'Hôtel DuPeyrou,,,Classic Cuisine,,
Ornellaia,,,Italian,,
Zum Goldenen Schäfli,,,Classic Cuisine,,
La Sorgente,,,Creative,,
Schotte-Sepp-Stube / Flickflauder,,,"Farm to table, International",,
Casa Alva,,,"Farm to table, Modern Cuisine",,
Le Bistrot des Ours,,,Traditional Cuisine,,
Locanda Locarnese,,,"Mediterranean Cuisine, Traditional Cuisine",,
Bel Etage,,,"International, Classic Cuisine",,
Au Chat Noir,,,Classic Cuisine,,
Trübli,,,Seasonal Cuisine,,
Auberge du Prévoux,,,Classic French,,
Drei Könige,,,"Farm to table, Traditional Cuisine",,
Gandria,,,Italian,,
Bad Schauenburg,,,Classic French,,
De la Gare - La Table des Suter,,,Classic French,,
Rechberg 1837,,,"Innovative, Swiss",,
Brasserie Süd,,,"Seasonal Cuisine, International",,
Minamo,,,Japanese,,
al lago,,,Italian Contemporary,,
Gourmet Louis,,,Classic French,,
Brasserie du Château,,,"Classic Cuisine, Traditional Cuisine",,
Badalucci,,,"Mediterranean Cuisine, Seasonal Cuisine",,
PURO,,,Fusion,,
Rosa Pulver,,,Modern Cuisine,,
Equo 1706,,,"Modern Cuisine, Seasonal Cuisine",,
Le Partage,,,"French Contemporary, Sharing",,
Au Vieux Manoir,,,French Contemporary,,
Rosmarin,,,Modern Cuisine,,
Le Deck Restaurant,,,French,,
Le Vingt Deux - Table d'hôtes,,,"French Contemporary, Seasonal Cuisine",,
Alter Torkel - Huus vum Bündner Wii,,,"Regional Cuisine, Seasonal Cuisine",,
Carlton,,,Classic Cuisine,,
Le Rossignol,,,"Mediterranean Cuisine, Classic Cuisine",,
MOzern,,,"International, Asian",,
Le Restaurant / Le Relais,,,Classic Cuisine,,
Baur's,,,"International, Classic Cuisine",,
Casino Restaurant,,,Modern French,,
GLACIER,,,"Modern French, Seasonal Cuisine",,
Auberge de la Veveyse - Salle grise,,,Modern French,,
Franz,,,"Austrian, Classic Cuisine",,
Sablier,,,French Contemporary,,
L'Etoile,,,Classic French,,
Auberge de l'Abbaye de Montheron,,,"Modern Cuisine, Farm to table",,
Spices Kitchen & Terrace,,,"Asian, Sushi",,
Restaurant Burgstrasse9,,,"Modern Cuisine, Regional Cuisine",,
OX'n,,,"Seasonal Cuisine, Modern Cuisine",,
Ochsen,,,"Creative, Regional Cuisine",,
Brasserie 1809,,,"Modern Cuisine, Regional Cuisine",,
mille sens - les goûts du monde,,,"International, Seasonal Cuisine",,
Roter Bären,,,Modern Cuisine,,
Restaurant LA,,,Seasonal Cuisine,,
Le Guillaume Tell,,,Creative,,
La Fontana Restaurant & Bar,,,"Mediterranean Cuisine, Seasonal Cuisine",,
Schmitte,,,Modern Cuisine,,
Hide & Seek,,,"International, Mediterranean Cuisine",,
PRISMA Expérience,,,Asian and Western,,
Chez Be,,,"Mediterranean Cuisine, Farm to table",,
Lumières,,,"Mediterranean Cuisine, Modern Cuisine",,
Restaurant Olivo,,,"Mediterranean Cuisine, Classic French",,
Ahaan Thai,,,Thai,,
Potato-FINE FOOD RESTAURANT,,,"Modern Cuisine, Regional Cuisine",,
Belle Vue,,,"Classic Cuisine, Seasonal Cuisine",,
Osteria del Centenario,,,Mediterranean Cuisine,,
Zum See,,,"Swiss, International",,
Sonnenhof,,,"Country cooking, Mediterranean Cuisine",,
Kronenhalle,,,Traditional Cuisine,,
Accademia del Gusto,,,"Italian, Mediterranean Cuisine",,
Landhaus Liebefeld,,,"Classic French, Seasonal Cuisine",,
Le Café Suisse,,,Modern Cuisine,,
Lindenhofkeller,,,"Seasonal Cuisine, Creative",,
Le 42,,,"French Contemporary, International",,
Auberge d'Onex,,,"Italian, Traditional Cuisine",,
Landgasthof Wartegg,,,"Classic French, Seasonal Cuisine",,
Brücke,,,"Farm to table, Modern Cuisine",,
La Table du Palafitte,,,Classic Cuisine,,
parkhuus,,,"Classic Cuisine, Contemporary",,
Sala of Tokyo,,,Japanese,,
Thai Garden,,,"Thai, Asian",,
MEGU,,,Japanese,,
Oliveiras,,,"International, Mediterranean Cuisine",,
Des Balances,,,"Classic Cuisine, Mediterranean Cuisine",,
Löwen - Gaststube,,,"Farm to table, International",,
Auberge aux 3 Tilleuls,,,"Contemporary, French",,
"Le 1424, La Fabrique Cornu",,,Modern Cuisine,,
Wirtschaft zur Rosenburg,,,Country cooking,,
La Maison du Village,,,Creative,,
Kreuz,,,"Traditional Cuisine, Country cooking",,
Wirtschaft zum Frieden,,,"Classic Cuisine, Mediterranean Cuisine",,
Donatz,,,Country cooking,,
t3e terre,,,"Mediterranean Cuisine, Regional Cuisine",,
Centovalli,,,Regional Cuisine,,
Windows,,,"Creative French, Classic Cuisine",,
dr Egge - das restaurant,,,Mediterranean Cuisine,,
Scalottas - Terroir,,,"Regional Cuisine, Country cooking",,
Osteria Cyrano Cibo e Vino,,,Modern Cuisine,,
Stiefels Hopfenkranz,,,"Modern Cuisine, Farm to table",,
Auberge Les Platanes,,,Classic French,,
Vecchia Osteria Seseglio,,,"Italian, Country cooking",,
Villa Honegg,,,"Farm to table, Classic Cuisine",,
Sauvage,,,"International, Classic Cuisine",,
Chasellas,,,"Country cooking, Traditional Cuisine",,
Les Touristes,,,French Contemporary,,
Corso,,,"Contemporary, Classic Cuisine",,
da Frappa,,,Italian Contemporary,,
De la Cigogne,,,"Modern French, Seasonal Cuisine",,
Brasserie Les Trois Rois,,,"Classic French, International",,
Seegarten,,,"Seasonal Cuisine, Traditional Cuisine",,
La Cantine des Commerçants,,,"Modern French, Seasonal Cuisine",,
Le Vallon,,,"French, Classic Cuisine",,
Kakinuma,,,Japanese,,
Auberge de la Gare,,,"Traditional Cuisine, Regional Cuisine",,
Casa Novo,,,"Mediterranean Cuisine, Seasonal Cuisine",,
Heugümper,,,Modern Cuisine,,
Bistrot du Boeuf Rouge,,,"Traditional Cuisine, Lyonnaise",,
Sternen,,,"Farm to table, Classic Cuisine",,
La Sitterie,,,Creative,,
Casa Tödi,,,"Seasonal Cuisine, International",,
Landgasthof Bären,,,"Seasonal Cuisine, Traditional Cuisine",,
Eder's Eichmühle,,,"Farm to table, International",,
Tenne,,,Swiss,,
AURA,,,"Meats and Grills, Grills",,
Zum Zähringer,,,Classic French,,
Bodega Noi,,,"Mediterranean Cuisine, Swiss",,
Groven,,,Classic Cuisine,,
Chez Meyer's,,,Classic French,,
L'Accadémia,,,Italian,,
La Cène,,,"Modern Cuisine, Seasonal Cuisine",,
Kronenstübli,,,Classic French,,
Haus zum Rüden,,,"International, Modern Cuisine",,
Salmen,,,"Classic Cuisine, Traditional Cuisine",,
Relais du Mont d'Orge,,,Classic French,,
Taverne zur Krone,,,International,,
Namun,,,Thai-Chinese,,
Seven Lugano - the restaurant,,,Grills,,
La Parenthèse,,,Regional Cuisine,,
Tout un Monde,,,Modern Cuisine,,
Du Théâtre,,,Modern Cuisine,,
Weisses Rössli,,,"Classic French, Mediterranean Cuisine",,
KCC by Mauro Colagreco,,,"Modern Cuisine, International",,
Balm - La Pistache,,,Classic French,,
CAAA by Pietro Catalano,,,"Modern Cuisine, Seasonal Cuisine",,
Le Soleil de Dugny,,,Classic French,,
National da Sergio,,,"Italian, Classic Cuisine",,
Nouvo Bourg,,,"French Contemporary, Modern Cuisine",,
Lusi Brasserie,,,"French, International",,
Nagomi,,,Japanese,,
KIBUN,,,Contemporary,,
Shirokane Shin,,,Japanese,,
Sushi Teru,,,Sushi,,
SUKIYAKI ASAI,,,Sukiyaki,,
l'Odorante par Minoru Nakijin,,,French,,
Ryuen,,,Japanese,,
LE PRISTINE TOKYO,,,"Contemporary, Italian Contemporary",,
Keichitsu,,,"French, French Contemporary",,
bonélan,,,French,,
Quatre Vingt Douze,,,"French, French Contemporary",,
DepTH brianza,,,"Italian, Contemporary",,
Sushiya Hajime,,,Sushi,,
YAKITORI Moe es,,,Yakitori,,
Gendaisaryo Ginza Fugetsudo,,,French,,
AMOUR,,,French; French Contemporary,,
Tokyo Chinese Ichirin,,,Chinese,,
La Rochelle Minami Aoyama,,,French,,
Ne Quittez pas,,,French,,
Miyake Akira,,,Japanese,,
La façon Koga,,,French,,
Canton Meisai Akasaka Rikyu,,,Chinese,,
KOTARO Hasegawa DOWNTOWN CUISINE,,,French,,
Hei Fung Terrace,,,Chinese,,
Sushi Satoru,,,Sushi,,
L’éclaireur,,,French,,
HYÈNE,,,Contemporary,,
Bouquet de France,,,French,,
Yakitori Honda,,,Yakitori,,
HASUO,,,Korean,,
IBAIA,,,French,,
Kappo Ryu,,,Japanese,,
DA PEPI,,,Italian,,
canade,,,Italian,,
Kan Coffee Fujifuji,,,Izakaya,,
Tamawarai,,,Soba,,
Kaiseki Ohara,,,Japanese,,
Shizuru,,,Japanese,,
LE BOURGUIGNON,,,French,,
ARMANI / RISTORANTE,,,"Italian, Contemporary",,
Tsunokamizaka Koshiba,,,Japanese,,
Tokihami,,,Izakaya,,
nerisa,,,Italian,,
Takumi,,,French,,
Le Coq,,,French,,
Asagaya BIRD LAND,,,Yakitori,,
Arakicho Tatsuya,,,Japanese,,
BIRD LAND,,,Yakitori,,
THE UPPER,,,French,,
La Brianza,,,Italian,,
Oryori Katsushi,,,Japanese,,
Äta,,,French,,
